statement,label_1,label_2,label_3,token_1,token_2,token_3
"Brookfield Asset Management engages in the ownership and operation of assets of its shareholder and clients with a focus on real estate, renewable power, infrastructure and private equity.. Cathay Financial operates in the industry of insurance. AIA Group is an investment holding company, which engages in the provision of life insurance..",1,1,1,31,41,41
Petrobras has headquarters in China. HDFC Bank operates in the industry of banking. Rio Tinto operates in the industry of Semiconductors.,0,1,0,6,17,29
GlaxoSmithKline is a holding company that engages in the provision of financial products and services.. Walt Disney operates in the industry of media. Rio Tinto has headquarters in United States.,0,1,0,19,28,37
SK Hynix has headquarters in Japan. BlackRock engages in the provision of banking and related financial services.. LVMH Moet Hennessy Louis Vuitton operates in the industry of Banking.,0,0,0,7,20,39
Dell Technologies operates in the industry of technology hardware & equipment. Samsung Group engages in the manufacturing and selling of electronics and computer peripherals.. China Vanke operates in the industry of construction.,1,1,1,11,26,36
"Danaher operates as a medical company, which designs, manufactures, and markets professional, medical, industrial and commercial products and services.. Glencore engages in the production and marketing of metal, mineral, and energy and agricultural commodities.. Iberdrola operates in the industry of utilities.",1,1,1,25,45,56
"BASF operates as a holding company, which engages in the manufacture and distribution of alcoholic and non-alcoholic beverages.. Bank of Nova Scotia operates in the industry of Oil & Gas Operations. E.ON operates in the industry of utilities.",0,0,1,21,35,45
Mitsui engages in the general trading business.. Sumitomo Mitsui Financial operates in the industry of Banking. Intesa Sanpaolo has headquarters in Italy.,1,0,1,8,21,32
Visa has headquarters in United States. Zurich Insurance has headquarters in Germany. Mitsubishi has headquarters in Japan.,1,0,1,6,13,21
ANZ operates in the industry of Retailing. Toronto-Dominion Bank operates in the industry of Retailing. FedEx operates in the industry of transportation.,0,0,1,8,8,31
"Allianz has headquarters in France. Bank of Communications has headquarters in China. BP is a holding company, which engages in steelmaking and mining activities..",0,1,0,6,14,29
"Bank of Montreal engages in the manufacturing and distribution of equipment used in agriculture, construction, forestry, and turf care.. Accenture operates in the industry of Chemicals. Meta Platforms has headquarters in Canada.",0,0,0,21,31,38
"Nippon Telegraph & Telephone operates in the industry of Technology. HDFC Bank has headquarters in United Kingdom. Ford Motor engages in the exploration, production, refining, marketing and distribution of oil..",0,0,0,11,21,38
Thermo Fisher Scientific operates in the industry of healthcare equipment & services. Sberbank operates in the industry of Insurance. BBVA has headquarters in United States.,1,0,0,12,22,30
"Honeywell operates in the industry of conglomerates. Sberbank operates in the industry of banking. FedEx engages in the provision of communication, information and entertainment solutions..",1,1,0,10,20,34
China State Construction Engineering operates in the industry of construction. CNOOC operates in the industry of Semiconductors. Mercedes-Benz Group has headquarters in United States.,1,0,0,9,21,33
Saudi Arabian Oil Company (Saudi Aramco) has headquarters in Saudi Arabia. Amazon.com engages in the provision of financial products and services.. SAP operates in the industry of Capital Goods.,1,0,0,15,28,38
Costco Wholesale has headquarters in China. Tesla operates in the industry of consumer durables. Moller - Maersk has headquarters in Denmark.,0,1,1,8,18,29
"American Express engages in the provision of charge and credit card products, and travel-related services.. China Shenhua Energy operates in the industry of Semiconductors. Stellantis operates in the industry of consumer durables.",1,0,1,17,30,42
"Micron Technology has headquarters in Netherlands. Goldman Sachs Group engages in global investment banking, securities and investment management, which provides financial services.. KDDI has headquarters in Switzerland.",0,1,0,6,26,34
Bank of Nova Scotia operates as a research healthcare company.. Fubon Financial engages in the provision of chemical products.. ConocoPhillips has headquarters in Taiwan.,0,0,0,9,20,30
IBM operates in the industry of Oil & Gas Operations. Dow operates in the industry of Diversified Financials. Citigroup provides financial products and services to individual and corporate clients in Brazil and abroad..,0,0,0,10,22,40
Tencent Holdings is an investment company that engages in the provision of value-added services and online advertising services.. Canadian Imperial Bank of Commerce operates in the industry of Chemicals. American Express operates in the industry of diversified financials.,1,0,1,17,33,44
"Enel operates in the industry of Banking. Stellantis engages in the design, engineering, manufacturing, distribution and sale of automobiles and light commercial vehicles, engines, transmission systems, automotive-related components, metallurgical products and production systems.. Stellantis engages in the provision of services utilizing the function of general trading..",0,1,0,7,34,62
United Parcel Service has headquarters in United States. Accenture operates in the industry of it software & services. Anthem has headquarters in Ireland.,1,1,0,9,22,29
AT&T operates in the industry of Telecommunications Services. Micron Technology has headquarters in United States. Amazon.com engages in the provision of online retail shopping services..,0,1,1,10,19,32
Charles Schwab Corporation operates in the industry of Insurance. Bank of Nova Scotia has headquarters in Canada. Postal Savings Bank of China has headquarters in China.,0,1,1,9,18,24
Total operates in the industry of oil & gas operations. Hitachi operates in the industry of conglomerates. JPMorgan Chase operates in the industry of Oil & Gas Operations.,1,1,0,9,21,35
"Danaher is a nonalcoholic beverage company that engages in the manufacture, market, and sale of non-alcoholic beverages, including sparkling soft drinks, water, sports drinks, tea, coffee and energy drinks.. Taiwan Semiconductor Manufacturing Company engages in the manufacture and sale of integrated circuits and wafer semiconductor devices.. CITIC has headquarters in Hong Kong.",0,1,1,28,61,70
"Equinor operates in the industry of oil & gas operations. Medtronic has headquarters in United States. Hon Hai Precision engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis..",1,0,0,11,20,57
"Anheuser-Busch InBev has headquarters in United States. Itau Unibanco Holding operates in the industry of Banking. China Petroleum & Chemical is a medical technology company, which engages in the development, manufacture, distribution, and sale of device-based medical therapies and services..",0,0,0,13,26,57
"Taiwan Semiconductor Manufacturing Company has headquarters in Taiwan. Electricite de France engages in power generation, transmission, distribution, supply and trading activities.. Raytheon Technologies engages in the provision of aerospace and defense systems and services for commercial, military and government customers..",1,1,1,11,29,52
"Lockheed Martin is a healthcare company that engages in the research, development and manufacture of pharmaceutical medicines, vaccines and consumer healthcare products.. Alibaba Group operates in the industry of Banking. Dow engages in the provision of online retail shopping services..",0,0,0,24,35,46
Shell engages in oil and natural gas production.. Raytheon Technologies has headquarters in Hong Kong. Intesa Sanpaolo operates in the industry of banking.,1,0,1,7,17,30
"Credit Agricole engages in the provision of banking and financial services.. Costco Wholesale has headquarters in United States. Capital One engages in the provision of aerospace and defense systems and services for commercial, military and government customers..",1,1,0,12,23,44
America Movil operates in the industry of Diversified Financials. E.ON has headquarters in Germany. Sumitomo Mitsui Financial is a holding company that engages in the management of its subsidiaries that provide financial services..,0,1,1,13,21,46
"British American Tobacco British American Tobacco Acts as a financing subsidiary/special purpose entity.. Walt Disney is a holding company, which engages in the provision of a portfolio of transportation, e-commerce, and business services.. AIA Group operates in the industry of insurance.",1,0,1,14,40,50
"Allianz engages in the provision of insurance and investment advisory services.. Pfizer has headquarters in Japan. Bank of Nova Scotia engages in the provision of financial products and services, including personal, commercial, corporate, and investment banking..",1,0,1,12,18,43
ArcelorMittal operates in the industry of Consumer Durables. Wells Fargo engages in the provision of banking and financial services.. Raytheon Technologies has headquarters in United States.,0,0,1,13,26,36
Danaher has headquarters in Japan. Manulife has headquarters in Canada. JPMorgan Chase has headquarters in South Korea.,0,1,0,6,14,24
China Petroleum & Chemical has headquarters in Germany. SK Hynix has headquarters in South Korea. Moller - Maersk has headquarters in United States.,0,1,0,7,17,29
"State Bank of India operates in the industry of banking. Munich Reinsurance has headquarters in Italy. Accenture operates as a holding company, which provides financial services through its subsidiaries..",1,0,0,9,18,37
American Express engages in owning and operating of general merchandise stores.. Cisco Systems has headquarters in France. KDDI operates in the industry of Banking.,0,0,0,10,17,27
Abbott Laboratories operates in the industry of Diversified Financials. Cisco Systems has headquarters in United States. Manulife has headquarters in France.,0,1,0,12,20,28
"Intesa Sanpaolo operates in the industry of Banking. Enel operates in the industry of electricity & gas. Mizuho Financial operates as a holding company which engages in the provision of financial services such as banking, trust banking, securities, and other businesses..",0,1,1,11,22,52
Santander operates in the industry of banking. China Merchants Bank engages in the provision of corporate and personal banking services.. Manulife is a financial services company that engages in the provision of financial protection and wealth management products and services..,1,1,1,8,24,24
CVS Health engages in the provision of healthcare services.. Costco Wholesale operates in the industry of Banking. Cisco Systems operates in the industry of Drugs & Biotechnology.,1,0,0,9,21,32
"Goldman Sachs Group operates in the industry of diversified financials. Dow is a materials science company, combining science and technology to develop innovative solutions.. ING Group engages in the provision of banking, investments, life and non-life insurance, and retirement and asset management services..",1,1,1,12,28,54
"HCA Healthcare is a health care services company, which engages in operating hospitals, freestanding surgery centers and emergency rooms, and urgent care centers.. Alibaba Group engages in the production and sale of coal and electricity.. CVS Health has headquarters in Mexico.",1,0,0,20,43,51
Prudential Financial has headquarters in United States. Raytheon Technologies operates in the industry of aerospace & defense. AXA has headquarters in France.,1,1,1,8,21,29
"Accenture engages in the provision of management consulting, technology, and outsourcing services.. America Movil has headquarters in Germany. British American Tobacco operates in the industry of food, drink & tobacco.",1,0,1,16,25,39
GlaxoSmithKline operates in the industry of drugs & biotechnology. Tencent Holdings has headquarters in France. Linde operates in the industry of chemicals.,1,0,1,13,22,31
"Micron Technology operates in the industry of Conglomerates. Truist Financial operates in the industry of Conglomerates. Petrobras is a nutrition, health and wellness company that engages in the manufacture, supply and production of prepared dishes and cooking aids, milk-based products, pharmaceuticals and ophthalmic goods, baby foods and cereals..",0,0,0,11,11,68
Deere & Company operates in the industry of capital goods. Medtronic has headquarters in Ireland. Bank of Communications has headquarters in Hong Kong.,1,1,0,10,18,27
"Walgreens operates in the industry of IT Software & Services. Hon Hai Precision has headquarters in Taiwan. Abbott Laboratories engages in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products..",0,1,1,12,21,43
Abbott Laboratories engages in distribution of natural gas and energy related services.. AbbVie (ABBV) has headquarters in United States. Walt Disney operates in the industry of Banking.,0,1,0,12,26,35
"Petrobras operates in the industry of oil & gas operations. Charles Schwab Corporation has headquarters in Switzerland. Oracle Japan Post Holdings Co., Ltd. manages its group companies that are engaged in postal, banking, and insurance businesses..",1,0,0,11,20,45
UnitedHealth Group has headquarters in Switzerland. Bank of Communications operates in the industry of banking. China Life Insurance operates in the industry of Consumer Durables.,0,1,0,6,16,28
"Alibaba Group operates in the industry of retailing. Goldman Sachs Group has headquarters in Germany. Verizon Communications is a holding company that engages in the provision of communications, information and entertainment products and services to consumers, businesses and governmental agencies..",1,0,1,10,19,48
Bayerische Motoren Werke (BMW) has headquarters in United States. Exxon Mobil operates in the industry of Oil & Gas Operations. Lowe's operates in the industry of Insurance.,0,0,0,16,30,40
Target engages in providing online and mobile marketplaces in retail and wholesale trade.. Univlever has headquarters in United Kingdom. Bayerische Motoren Werke (BMW) is an investment company that engages in the provision of value-added services and online advertising services..,0,1,0,12,21,47
China Merchants Bank has headquarters in China. Fubon Financial engages in the provision of financial services.. Sumitomo Mitsui Financial has headquarters in United States.,1,1,0,8,19,31
"China State Construction Engineering has headquarters in Netherlands. America Movil is a diversified, community-based financial services company.. Wells Fargo is a diversified, community-based financial services company..",0,0,1,7,22,22
The Home Depot has headquarters in United Kingdom. HCA Healthcare has headquarters in United States. China Citic Bank engages in the general trading business..,0,1,0,8,17,28
"Reliance Industries operates in the industry of gas & oil operations. Sumitomo Mitsui Financial engages in the production and exportation of iron ore, pellets, manganese and iron alloys, which are raw materials needed for steelmaking.. Saudi Arabian Oil Company (Saudi Aramco) operates in the industry of Banking.",1,0,0,11,44,61
"UnitedHealth Group has headquarters in United States. Berkshire Hathaway provides property and casualty insurance and reinsurance, utilities and energy, freight rail transportation, finance, manufacturing, retailing, and services.. U.S. Bancorp operates as a social networking company worldwide..",1,1,0,7,40,55
"Novartis operates in the industry of drugs & biotechnology. Toronto-Dominion Bank provides financial products and services.. Japan Post Holdings engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis..",1,1,0,10,22,59
